Image 0,Image 1,"Homography Matrix[0,0]","[0,1]","[0,2]","[1,0]","[1,1]","[1,2]","[2,0]","[2,1]","[2,2]",Features Tracked,xmean,ymean,xsd,ysd,Mean Error Magnitude,Mean Homographic displacement,Homography SNR
2021_07_13.CR2,2021_07_15.CR2,0.9966375986261039,0.003875365602993421,-4.611581987349079,-0.0014425442129126975,0.9951401022625348,10.717461651304863,-7.908852729808599e-07,-9.800670164176027e-08,1.0,3008,470.8843449010039,299.5221156678237,26198.15491599521,18767.639914278796,807.983968359354,10.514712265337163,8.236681660323876
